;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
2444;masculino;comercio;variedades;robledo;3;7.0;13/07/2017;3000000;microempresarial
2445;masculino;servicio;TALLER DE MECANICA;kennedy;2;6.0;4/01/2019;7000000;microempresarial
2446;femenino;INDUSTRIA;Fabrica De ;aranjuez;2;4.0;10/03/2016;$ 6,000,000.00;microempresarial
2447;femenino;comercio;panaderia;trinidad;3;15.0;7/11/2017;6000000;microempresarial
2448;masculino;industria;Panaderia;las independencias;1;13.0;19/12/2016;1000000;microempresarial
2449;femenino;comercio;fabrica de ;20 de julio;2;13.0;11/08/2016;6890000;microempresarial
2450;masculino;comercio;distribuidora de ;20 de julio;2;13.0;16/08/2018;6000000;microempresarial
2451;femenino;comercio;fabrica de ;andalucia;2;2.0;29/04/2019;$ 8,281,160.00;microempresarial
2452;Masculino;industria;fabrica de ;las palmas;3;90.0;19/08/2016;3500000;microempresarial
2453;femenino;comercio;panaderia;la milagrosa;3;9.0;19/07/2018;7800000;microempresarial
2454;femenino;comercio;comidas rapidas;Robledo;2;7.0;8/07/2016;5000000;microempresarial
2455;masculino;comercio;comidas rapidas;campo valdes no. 1;2;4.0;29/10/2018;782000;microempresarial
2456;femenino;comercio;comidas rapidas;aures no. 2;2;7.0;2018/03/23;1000000;microempresarial
2457;masculino;comercio;comidas rapidas;aranjuez;1;4.0;24/10/2018;1500000;microempresarial
2458;Masculino;industria;fabrica de ;robledo;2;7.0;2016/05/11;5800000;microempresarial
2459;femenino;servicio;recreativo-educativo;castilla;3;5.0;17/12/2018;7500000;microempresarial
2460;masculino;servicio;peluqueria;enciso;2;8.0;3/10/2018;5000000;microempresarial
2461;masculino;comercio;comidas rapidas;calasanz;1;12.0;4/02/2016;6800000;microempresarial
2462;femenino;industria;fabrica de ;manrique central no. 1;3;4.0;2017/12/5;7377000;microempresarial
2463;masculino;comercio;comidas rapidas;buenos_aires;3;9.0;22/06/2018;7800000;microempresarial
2464;femenino;comercio;tienda;san javier no.1;2;13.0;5/03/2019;5000000;microempresarial
2465;femenino;comercio;variedades;;1;13.0;2019/04/5;4000000;microempresarial
2466;femenino;Comercio;variedades;santander;2;6.0;2018/10/22;7812000;MICROEMPRESARIAL
2467;femenino;comercio;miscelanea;castilla;2;5.0;7/11/2018;7800000;microempresarial
2468;masculino;comercio;tienda;Buenos Aires;3;9.0;3/11/2017;5000000;microempresarial
2469;femenino;comercio;tienda;cabecera san antonio ;3;80.0;21/11/2017;7300000;microempresarial
2470;femenino;servicio;comidas rapidas;villa guadalupe;2;1.0;20/05/2016;6890000;microempresarial
2471;femenino;servicio;peluqueria;santo domingo savio ;1;1.0;7/03/2017;6000000;Microempresarial
2472;femenino;servicio;TIENDA DE HELADOS;robledo;2;7.0;21/04/2016;6500000;microempresarial
2473;femenino;servicio;restaurante;popular;02;1.0;2016/09/5;6890000;microempresarial
2474;femenino;comercio;variedades;castilla;2;5.0;27/08/2018;3000000;microempresarial
2475;masculino;servicio;cafe e internet;aranjuez;1;4.0;27/09/2016;6890000;MICROEMPRESARIAL
2476;femenino;comercio;variedades;cabecera san cristobal;1;60.0;25/10/2018;4000000;microempresarial
2477;Femenino;industria;fabrica de ;san diego;2;10.0;17/07/2018;2000000;microempresarial
2478;masculino;servicio;mantenimiento en ;santo_domingo_savio_;2;1.0;12/04/2018;7000000;microempresarial
2479;femenino;industria;fabrica de colchones;santa ines;01;3.0;2017/03/27;7377000;Microempresarial
2480;femenino;comercio;panaderia;el salvador;3;9.0;2017/04/19;4000000;microempresarial
2481;femenino;comercio;variedades;san javier no.1;2;13.0;30/05/2018;1500000;microempresarial
2482;femenino;comercio;variedades;barrio caicedo;1;9.0;23/10/2017;1000000;microempresarial
2483;masculino;COMERCIO;variedades;santa cruz;2;2.0;2016/09/5;6000000;microempresarial
2484;femenino;comercio;Tienda;buenos aires;2;9.0;29/12/2017;5000000;microempresarial
2485;femenino;industria;fabrica de ;enciso;1;8.0;7/09/2016;6800000;microempresarial
2486;femenino;industria;fabrica de ;las palmas;2;10.0;22/11/2016;3000000;microempresarial
2487;Femenino;comercio;comidas rapidas;robledo;2;7.0;23/08/2018;7800000;microempresarial
2488;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;23/10/2017;7300000;microempresarial
2489;femenino;industria;fabrica de repuestos ;castilla;3;5.0;16/11/2016;6890000;microempresarial
2490;masculino;comercio;comidas rapidas;manrique central no. 2;3;3.0;22/05/2019;1150000;microempresarial
2491;masculino;comercio;tienda;cabecera san cristobal;2;60.0;23/11/2017;2000000;microempresarial
2492;femenino;industria;marroquineria;robledo;2;7.0;11/12/2018;7500000;microempresarial
2493;masculino;comercio;cafeteria;robledo;2;7.0;14/10/2016;6890000;microempresarial
2494;femenino;comercio;tienda;san javier no.1;1;13.0;19/11/2016;4000000;Microempresarial
2495;femenino;industria;fabrica de ;robledo;2;7.0;26/02/2018;7000000;microempresarial
2496;femenino;comercio;tienda de helados;buenos aires;3;9.0;18/08/2016;6870000;microempresarial
2497;masculino;SERVICIO;taller de mecanica;cabecera san antonio ;3;80.0;18/07/2017;7000000;microempresarial
2498;Femenino;comercio;variedades;san javier no.1;3;13.0;30/01/2019;8000000;microempresarial
2499;femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;11/04/2018;6000000;microempresarial
2500;masculino;comercio;variedades;castilla;3;5.0;18/04/2016;4500000;microempresarial
2501;femenino;comercio;variedades;robledo;2;7.0;19/04/2018;6000000;microempresarial
2502;Femenino;comercio;variedades;boyaca;3;5.0;16/06/2016;6000000;microempresarial
2503;femenino;comercio;comidas rapidas;robledo;2;7.0;21/12/2016;6890000;microempresarial
2504;femenino;comercio;almacen de ropa en ;villatina;1;8.0;17/07/2017;3000000;microempresarial
2505;femenino;servicio;variedades;belen;3;16.0;7/12/2017;4500000;microempresarial
2506;MASCULINO;comercio;TIENDA;belen;3;16.0;14/11/2018;7800000;microempresarial
2507;femenino;industria;fabrica de calzado;popular;2;1.0;15/01/2019;6800000;microempresarial
2508;femenino;industria;fabrica de ;belencito;2;13.0;8/02/2018;7370000;microempresarial
2509;femenino;comercio;VARIEDADES;manrique oriental;2;3.0;29/11/2016;3800000;microempresarial
2510;femenino;comercio;comidas rapidas;manrique oriental;1;3.0;24/11/2016;6000000;microempresarial
2511;femenino;servicio;recreativo-educativo;Santa Cruz;2;2.0;7/12/2016;6894000;juridica y cap.semilla
2512;masculino;comercio;almacen de ropa en ;santa cruz;2;2.0;25/01/2018;7100000;microempresarial
2513;masculino;comercio;restaurante;la milagrosa;3;9.0;24/05/2017;$ 7,377,000.00;microempresarial
2514;femenino;agropecuaria;criadero_de_animales_;cabecera san cristobal;2;60.0;6/07/2017;7000000;microempresarial
2515;femenino;industria;FABRICA-DE-;belen;3;16.0;29/06/2017;6000000;microempresarial
2516;femenino;comercio;almacen de ropa en ;doce de octubre no.1;1;6.0;13/02/2018;7000000;microempresarial
2517;masculino;servicio;recreativo-educativo;aranjuez;3;4.0;8/03/2016;6890000;microempresarial
2518;femenino;industria;fabrica de ;Manrique Central No. 1;3;4.0;11/12/2017;7000000;microempresarial
2519;masculino;comercio;variedades;doce de octubre no.1;2;6.0;17/04/2017;1000000;microempresarial
2520;femenino;industria;fabrica de ;ROBLEDO;3;7.0;10/07/2018;7800000;microempresarial
2521;femenino;comercio;variedades;popular;2;1.0;22/06/2018;5000000;microempresarial
2522;femenino;COMERCIO;variedades;buenos aires;1;9.0;18/12/2017;4000000;microempresarial
2523;masculino;comercio;variedades;bello horizonte;1;7.0;22/09/2016;2000000;microempresarial
2524;femenino;comercio;tienda;versalles no. 1;1;3.0;30/11/2017;4000000;microempresarial
2525;femenino;comercio;variedades;san javier no.1;2;13.0;27/04/2018;1500000;microempresarial
2526;femenino;industria;fabrica de ;belen;2;6.0;1/06/2017;7377000;microempresarial
2527;femenino;comercio;Restaurante;san javier no.1;2;13.0;24/05/2017;7000000;microempresarial
2528;masculino;industria;fabrica de ;robledo;2;7.0;22/05/2018;5000000;microempresarial
2529;masculino;industria;fabrica de ;olaya herrera;1;7.0;10/06/2016;4000000;microempresarial
2530;femenino;servicio;variedades;robledo;3;7.0;24/10/2017;4000000;microempresarial
2531;femenino;comercio;variedades;granizal;2;1.0;28/10/2016;4000000;microempresarial
2532;masculino;servicio;mantenimiento en ;san javier no.1;3;13.0;23/05/2018;7800000;microempresarial
2533;femenino;comercio;variedades;buenos aires;1;9.0;10/10/2017;3000000;microempresarial
2534;femenino;industria;fabrica de ;la milagrosa;2;9.0;27/02/2018;7800000;microempresarial
2535;FEMENINO;servicio;comidas rapidas;granizal;1;1.0;5/04/2016;2000000;microempresarial
2536;femenino;Servicio;peluqueria;aranjuez;3;4.0;29/05/2018;1500000;microempresarial
2537;femenino;industria;fabrica de ;popular;2;1.0;3/10/2017;7377000;microempresarial
2538;masculino;comercio;tienda;manrique central no. 1;2;4.0;27/02/2017;7000000;microempresarial
2539;FEMENINO;servicio;mantenimiento en ;el salvador;3;9.0;13/01/2017;6900000;microempresarial
2540;femenino;industria;fabrica de ;el socorro;1;13.0;8/02/2018;5000000;microempresarial
2541;femenino;industria;fabrica de ;el salvador;02;9.0;14/09/2017;7000000;microempresarial
2542;masculino;industria;fabrica de alimentos;trinidad;3;15.0;2016/07/26;20000000;juridica y cap.semilla
2543;femenino;comercio;Tienda;belencito;2;13.0;2/11/2017;6000000;microempresarial
2544;femenino;industria;fabrica de ;picacho;02;6.0;29/11/2017;7300000;microempresarial
2545;femenino;comercio;charcuteria;el socorro;2;13.0;6/10/2016;6890000;microempresarial
2546;femenino;industria;fabrica de ;la milagrosa;3;9.0;21/02/2018;4000000;microempresarial
2547;masculino;servicio;restaurante;belen;3;16.0;3/04/2017;7350000;microempresarial
2548;femenino;COMERCIO;comidas rapidas;belencito;1;13.0;10/08/2018;7800000;microempresarial
2549;femenino;servicio;comidas rapidas;Girardot;3;5.0;13/12/2017;6000000;microempresarial
2550;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;30/09/2016;6890000;microempresarial
2551;femenino;comercio;almacen de ropa en ;robledo;3;7.0;14/12/2017;5000000;microempresarial
2552;femenino;comercio;comidas rapidas;castilla;3;5.0;13/12/2018;7800000;microempresarial
2553;femenino;Industria;fabrica de ;buenos aires;3;9.0;21/06/2018;4000000;microempresarial
2554;femenino;comercio;almacen de ropa en ;robledo;3;7.0;21/03/2019;7500000;microempresarial
2555;masculino;comercio;alquiler de peliculas;villa del socorro;02;2.0;24/04/2019;8281000;microempresarial
2556;masculino;comercio;comidas-rapidas;aranjuez;3;4.0;20/12/2018;$ 6,000,000.00;microempresarial
2557;femenino;industria;fabrica de ;picacho;1;6.0;6/12/2018;7000000;microempresarial
2558;masculino;comercio;tienda;buenos aires;1;9.0;5/10/2017;4400000;microempresarial
2559;femenino;servicio;peluqueria;buenos aires;3;9.0;24/05/2019;8000000;microempresarial
2560;masculino;comercio;variedades;la milagrosa;2;9.0;5/08/2016;5000000;microempresarial
2561;masculino;comercio;legumbreria;manrique central no. 1;1;4.0;26/07/2017;6000000;microempresarial
2562;masculino;comercio;bares;cabecera san cristobal;2;60.0;2018/01/26;7800000;microempresarial
2563;FEMENINO;servicio;productos de belleza;santa cruz;2;2.0;2016/07/25;3500000;microempresarial
2564;masculino;comercio;restaurante;buenos aires;3;9.0;18/11/2016;6500000;microempresarial
2565;femenino;comercio;almacen de ropa en ;los mangos;1;8.0;5/09/2016;3000000;microempresarial
2566;femenino;comercio;restaurante;SANTA CRUZ;02;2.0;23/12/2016;6800000;microempresarial
2567;femenino;servicio;fabrica de ceramica;doce de octubre no.1;02;6.0;17/08/2016;6000000;microempresarial
2568;femenino;comercio;tienda de helados;santander;2;6.0;27/06/2017;7377000;microempresarial
2569;femenino;comercio;licorera;manrique central no. 1;3;4.0;5/04/2017;7377000;microempresarial
2570;femenino;comercio;tienda;la milagrosa;2;9.0;2018/03/7;2500000;microempresarial
2571;FEMENINO;industria;publicidad y ;la america;1;7.0;19/07/2016;6890000;microempresarial
2572;femenino;industria;fabrica de ;playon de los ;2;2.0;14/09/2018;10376379;microempresarial
2573;masculino;comercio;variedades;belen;3;16.0;3/10/2018;5000000;microempresarial
2574;FEMENINO;Industria;tienda;santa cruz;2;2.0;29/06/2016;5000000;microempresarial
2575;Femenino;servicio;fabrica de ;manrique oriental;1;;14/02/2019;8281000;microempresarial
2576;masculino;servicio;fabrica de helados;FRANCISCO ANTONIO ZEA;3;5.0;1/11/2016;6890000;microempresarial
2577;masculino;comercio;taller de electronica;belen;3;16.0;8/05/2017;7370000;microempresarial
2578;femenino;comercio;variedades;santo domingo savio ;1;1.0;5/10/2016;6850000;microempresarial
2579;masculino;comercio;taller de electronica;buenos aires;3;9.0;2017/05/9;7377000;microempresarial
2580;femenino;comercio;tienda;barrio caicedo;1;9.0;18/04/2018;5000000;microempresarial
2581;masculino;comercio;tienda;picacho;1;6.0;19/12/2016;680000;microempresarial
2582;femenino;COMERCIO;almacen de ropa en ;caribe;3;5.0;27/02/2019;8281000;microempresarial
2583;femenino;servicio;barberia;Aranjuez;3;4.0;13/07/2017;5000000;microempresarial
2584;masculino;servicio;mantenimiento en ;castilla;3;5.0;24/09/2018;7800000;microempresarial
2585;femenino;industria;fabrica de ;popular;2;1.0;5/06/2018;6000000;microempresarial
2586;femenino;industria;fabrica de ;;1;4.0;8/05/2019;8000000;microempresarial
2587;femenino;servicio;cafe e internet;popular;1;1.0;24/04/2019;6000000;microempresarial
2588;femenino;COMERCIO;ferreteria;manrique central no. 2;3;;3/10/2018;$ 4,000,000.00;Microempresarial
2589;femenino;Servicio;fumigacion;;2;7.0;16/02/2018;4000000;microempresarial
2590;femenino;comercio;distribuidora de ;popular;2;1.0;10/07/2018;$ 6,000,000.00;microempresarial
2591;masculino;comercio;granero;manrique central no. 2;3;3.0;15/03/2017;7000000;microempresarial
2592;femenino;comercio;tienda;doce de octubre no.1;2;6.0;20/11/2018;5000000;microempresarial
2593;FEMENINO;industria;fabrica de ;enciso;2;8.0;17/11/2016;6000000;microempresarial
2594;femenino;servicio;peluqueria;san_benito;3;10.0;30/04/2018;6000000;microempresarial
2595;femenino;comercio;fabrica de calzado;20 de julio;1;13.0;9/03/2017;6000000;microempresarial
2596;FEMENINO;comercio;VARIEDADES;santa cruz;2;2.0;13/01/2017;7337000;microempresarial
2597;femenino;industria;FABRICA DE MUEBLES;castilla;03;5.0;22/09/2017;4000000;microempresarial
2598;femenino;servicio;variedades;la sierra;1;8.0;20/11/2017;4400000;microempresarial
2599;femenino;comercio;variedades;lopez de mesa;3;7.0;18/10/2018;7500000;microempresarial
2600;femenino;comercio;tienda;popular;2;1.0;2/06/2017;6000000;microempresarial
2601;masculino;industria;fabrica de ;palermo;2;4.0;28/06/2016;3000000;microempresarial
2602;masculino;comercio;variedades;castilla;3;5.0;2019/03/15;8000000;microempresarial
2603;masculino;comercio;tienda;la milagrosa;2;9.0;21/05/2018;7000000;microempresarial
2604;masculino;industria;carpinteria;boston;3;10.0;15/03/2018;7800000;microempresarial
2605;femenino;servicio;almacen de ropa en ;belen;3;16.0;15/03/2017;7300000;microempresarial
2606;femenino;servicio;Peluqueria;VILLATINA;2;8.0;12/03/2018;4500000;microempresarial
2607;masculino;comercio;tienda;santo domingo savio ;1;1.0;14/09/2018;5500000;microempresarial
2608;Masculino;industria;fabrica de ;belen;3;16.0;18/05/2017;7377000;microempresarial
2609;femenino;servicio;comidas rapidas;pedregal;3;6.0;1/04/2016;6800000;microempresarial
2610;femenino;comercio;papeleria;boston;03;10.0;2016/04/5;6890000;microempresarial
2611;masculino;comercio;variedades;popular;2;1.0;24/01/2018;7000000;microempresarial
2612;femenino;servicio;peluqueria;barrio caicedo;1;9.0;8/11/2017;7300000;microempresarial
2613;femenino;industria;fabrica de ;robledo;2;7.0;18/10/2018;5000000;microempresarial
2614;femenino;comercio;papeleria;san javier no.1;1;13.0;12/10/2018;1000000;microempresarial
2615;masculino;servicio;tienda;carpinelo;1;1.0;26/07/2017;7300000;microempresarial
2616;masculino;servicio;fabrica de ;la milagrosa;2;9.0;8/02/2017;7377000;microempresarial
2617;masculino;industria;fabrica de repuestos ;ARANJUEZ;2;4.0;12/02/2018;3000000;microempresarial
2618;femenino;comercio;tienda;guayabal;3;15.0;5/06/2019;7500000;microempresarial
2619;femenino;servicio;comidas rapidas;manrique oriental;2;3.0;26/05/2016;6800000;microempresarial
2620;femenino;industria;fabrica de ;popular;2;1.0;17/04/2018;7800000;microempresarial
2621;Femenino;comercio;tienda;barrio caicedo;2;9.0;4/09/2018;2500000;MICROEMPRESARIAL
2622;femenino;industria;fabrica de ;20 de julio;2;13.0;19/10/2017;6000000;microempresarial
2623;MASCULINO;comercio;DROGUERIA;campo valdes no. 1;3;4.0;2018/03/23;7000000;microempresarial
2624;masculino;comercio;variedades;aranjuez;2;4.0;19/04/2018;3000000;microempresarial
2625;masculino;servicio;barberia;villa niza;2;2.0;25/10/2017;7300000;microempresarial
2626;Masculino;comercio;Ferreteria;castilla;3;5.0;20/10/2016;3500000;microempresarial
2627;masculino;servicio;variedades;enciso;02;8.0;13/03/2017;6000000;microempresarial
2628;Femenino;industria;fabrica de ;el salvador;2;9.0;25/01/2017;6800000;microempresarial
2629;FEMENINO;industria;fabrica de ;manrique_central_no._1;2;4.0;3/11/2016;6890000;microempresarial
2630;femenino;servicio;restaurante;buenos aires;2;9.0;4/04/2016;4000000;microempresarial
2631;FEMENINO;industria;fabrica de ;belen;3;16.0;26/02/2018;3500000;microempresarial
2632;masculino;servicio;variedades;guayabal;2;15.0;24/05/2019;8281000;microempresarial
2633;femenino;agropecuaria;criadero de animales ;Cabecera San Cristobal;2;60.0;2017/02/9;7000000;microempresarial
2634;femenino;Industria;fabrica de ;Cabecera San Antonio ;3;80.0;2018/11/9;6000000;microempresarial
2635;masculino;comercio;tienda;robledo;2;7.0;24/11/2017;7377000;microempresarial
2636;masculino;comercio;tienda de helados;la floresta;3;12.0;15/03/2016;$ 6,800,000.00;microempresarial
2637;femenino;comercio;panaderia;campo valdes no. 1;3;4.0;4/04/2018;3500000;microempresarial
2638;femenino;comercio;tienda;playon de los ;1;2.0;6/01/2017;6890000;microempresarial
2639;femenino;comercio;tienda;popular;2;1.0;29/02/2016;3000000;microempresarial
